work_key,source_month,axis,lens,architecture,field,value,unit,verbatim_anchor
10.1021/acsenergylett.4c03233,,scale_up,scale_up,unknown,active_area_cm2,0.0625,cm2,"power conversion efficiencies (PCEs) of 25.5% and 24.03% for aperture areas of 0.0625 and 1 cm 2, respectively"
10.1002/solr.202400750,,scale_up,scale_up,unknown,pce_champion,17.2,%,"CsPbCl3 emerges as a promising alternative to MAPbCl3, enabling 17.2% efficient MA‐free 1.8 eV triple‐halide perovskite solar cells (0.062 cm2) with enhanced phase‐ and photostability."
10.1002/solr.202400750,,scale_up,scale_up,unknown,active_area_cm2,0.062,cm2,enabling 17.2% efficient MA‐free 1.8 eV triple‐halide perovskite solar cells (0.062 cm2)
10.1002/aenm.202404797,,scale_up,experimental,p-i-n,pce_champion,23.2,%,"The resulting all‐vacuum‐processed inverted PSCs exhibits a high power conversion efficiency (PCE) of 23.2%, which is record‐high performance reported among all‐vacuum‐processed PSCs, with exceptional device"
10.1021/acsenergylett.5c01538,,scale_up,scale_up,unknown,pce_champion,25.86,%,the devices exhibit a champion power conversion efficiency (PCE) of 25.86% in the small-area device
10.1002/adma.202419329,,scale_up,scale_up,n-i-p,pce_champion,24.15,%,a high efficiency of 24.15% for a flexible perovskite solar cell
10.1002/adma.202419329,,scale_up,scale_up,n-i-p,pce_certified,21.39,%,a record efficiency of 21.82% (certified at 21.39%) is achieved for a flexible perovskite solar module with an area of 12.80 cm 2
10.1002/adma.202417289,,scale_up,scale_up,unknown,pce_champion,25.28,%,leading to a champion PCE of 25.28% with a remarkably high V OC of 1.203 V
10.1002/adma.202501057,,scale_up,scale_up,unknown,pce_champion,26.05,%,"This approach promotes the PSCs to obtain an efficiency of 26.05% (with a certified efficiency of 25.67%, and steady‐state PCE of 25.41%)."
10.1002/adma.202501057,,scale_up,scale_up,unknown,pce_certified,25.67,%,"with a certified efficiency of 25.67%, and steady‐state PCE of 25.41%"
10.1002/adma.202501057,,scale_up,scale_up,unknown,pce_stabilised,25.41,%,steady‐state PCE of 25.41%
10.1002/adma.202420130,,scale_up,scale_up,unknown,pce_champion,18.0,%,"the BFI‐SC achieved an impressive bifacial equivalent efficiency ( η eq ) of 18.00%, which is the highest value achieved for the reported multicolored (or"
10.1002/adfm.202503717,,scale_up,scale_up,unknown,pce_champion,17.78,%,"An additive‐modified IJP‐PSC device achieved a maximum power conversion efficiency (PCE) of 17.78%, higher than that of an unmodified device (14.75%)."
10.1002/adfm.202527433,,scale_up,experimental,unknown,pce_champion,21.1,%,The fully blade coated C‐F‐PSC delivers a state‐of‐the‐art conversion efficiency of 21.1% for a 0.09 cm 2 device under full light and 36.7% for 1
10.1002/adfm.202527433,,scale_up,experimental,unknown,active_area_cm2,0.09,cm2,The fully blade coated C‐F‐PSC delivers a state‐of‐the‐art conversion efficiency of 21.1% for a 0.09 cm 2 device under full light and 36.7% for 1
10.48550/arxiv.2502.08579,,interfaces,theory,p-i-n,pce_champion,8.2,%,delivering a record power conversion efficiency (PCE) of 8.2% with a DMSO-free solvent system
10.48550/arxiv.2510.08401,,defects,experimental,p-i-n,pce_champion,21.3,%,This resulted in a power conversion efficiency of 21.3% with a high open-circuit voltage of 1.14 V.
10.48550/arxiv.2510.08401,,defects,experimental,p-i-n,t80_h,600,h,TPA-Py modification improved extended the T80 lifetime to ~600 h compared to only 200 h for the reference under harsh heating stress in ambient conditions.
10.26434/chemrxiv-2025-d8194,,stability,experimental,unknown,pce_champion,3.05,%,with the highest value being 3.05%
10.26434/chemrxiv-2025-d8194,,stability,experimental,unknown,t80_h,275,h,maximum power point tracking at 85 °C shows a projected T80 lifetime of 275 hours for CsMAFA-Sb:Bi devices
10.20944/preprints202502.1818.v1,,interfaces,experimental,unknown,pce_champion,21.74,%,achieving a power conversion efficiency (PCE) of 21.74%
10.20944/preprints202505.0921.v1,,interfaces,theory,unknown,pce_champion,26.13,%,PCE reached 26.13%
10.48550/arxiv.2505.09362,,interfaces,theory,unknown,pce_champion,25.76,%,The optimized all-inorganic device demonstrated a remarkable power conversion efficiency (PCE) of $25.76\%$ with a fill factor (FF) of $79.81\%$.
10.26434/chemrxiv-2025-1chx1,,defects,experimental,n-i-p,pce_champion,22.2,%,achieved power conversion efficiency up to 22.2%
10.26434/chemrxiv-2025-1chx1,,defects,experimental,n-i-p,active_area_cm2,0.12,cm2,for minicells (≈0.12 cm2)
10.48550/arxiv.2511.06059,,architecture,experimental,tandem_2T,pce_champion,30.69,%,the optimized triple-junction hybrid perovskite-kesterite architecture secured an elevated PCE of 30.69%
10.48550/arxiv.2502.16850,,composition,theory,n-i-p,pce_champion,24.51,%,"the PSCs achieve the highest efficiency of 24.51 %, FF of 43.01 %, Voc of 1.73V, and Jsc of 32.82mA/cm$^2$"
10.26434/chemrxiv-2025-rhzlk,,scale_up,scale_up,n-i-p,pce_champion,25,%,"the improved charge extraction facilitated by the additives enhanced the photovoltaic performance, achieving a photoconversion efficiency of 25%"
10.26434/chemrxiv-2025-qxw48,,interfaces,theory,n-i-p,pce_champion,24.71,%,"Through simulation and optimization, we achieve an optimal efficiency of 24.71% with an open circuit voltage (Voc) of 0.8489V, a short circuit current (Jsc) of"
10.26434/chemrxiv-2025-qxw48-v2,,interfaces,theory,n-i-p,pce_champion,24.71,%,"The optimized device achieved a power conversion efficiency (PCE) of 24.71%, with an open-circuit voltage (Voc) of 0.8489 V, a short-circuit current density (Jsc) of"
10.48550/arxiv.2506.03611,,interfaces,experimental,p-i-n,pce_champion,23.89,%,"When gefitinib was used to modify the interface between SnO2 and perovskite, the PCE of PSCs (ITO/SnO2/perovskite/Spiro-OMETAD/Au) increased from 22.46% to 23.89%"
10.1364/opticaopen.30738665,,interfaces,experimental,n-i-p,pce_champion,29.11,%,"circuit voltage of 1.2603 V, a short circuit current density of 26.91 mA/cm², a fill factor of 85.82%, and a power conversion efficiency of 29.11%"
10.1364/opticaopen.30738665.v1,,interfaces,experimental,n-i-p,pce_champion,29.11,%,"circuit voltage of 1.2603 V, a short circuit current density of 26.91 mA/cm², a fill factor of 85.82%, and a power conversion efficiency of 29.11%"
10.26434/chemrxiv-2025-pj33k,,composition,experimental,none,pce_champion,2.1,%,A photoconversion efficiency of 2.1 % has been achieved in the photo-only charging mode under 1 Sun illumination.
10.26434/chemrxiv-2025-hh400,,defects,experimental,unknown,pce_champion,21.9,%,"yielding a power-conversion efficiency of 21.9% with an open-circuit voltage of 1.14 V, which are relatively high for Li-free FAPbI3-based PSCs without post-passivation treatment"
10.48550/arxiv.2511.19158,,defects,experimental,unknown,pce_champion,6.26,%,"The film synthesized with a 5% excess of FABr provides the optimal balance, yielding the highest power conversion efficiency (6.26%), average visible transmittance (61.6%), and"
